Record ID,CustomerID,Customer Segment,Output,First Name,Last Name,Address,City,State,Zip,Lat,Lon
1,10,Home Office,Yes,LAURA,SANDSTROM,6800 E TENNESSEE AVE,DENVER,CO,80224,39.6983078181555,-104.909378943473
2,70,Home Office,No,PRACHAK,WONGVEERAKUL,4824 JERICHO CT,DENVER,CO,80249,39.7816747592144,-104.746677608595
3,90,Consumer,No,LOLA,LEGE,18627 E PRENTICE PL,AURORA,CO,80015,39.6201139356715,-104.769841130655
4,105,Corporate,Yes,REBECCA,TSEGAYE,14211 E 1ST DR,AURORA,CO,80011,39.7168150940747,-104.822455709135
5,107,Corporate,Yes,CATHERINE,SEGURA,1865 S MARSHALL CIR,DENVER,CO,80232,39.6842170568296,-105.068420776656
6,135,Corporate,No,ASHLEY,COOK,22287 E PRINCETON DR,AURORA,CO,80018,39.6407868311538,-104.728988721844
7,167,Small Business,No,LINDA,BLOOMQUIST,4171 S ZEPHYR ST,DENVER,CO,80235,39.6402945656874,-105.08471571002
8,187,Home Office,No,LISA,LABRIOLA,3424 W 25TH AVE,DENVER,CO,80211,39.7534753191696,-105.031905625897
9,265,Consumer,No,SARAH,MCCAFFREY,6621 MILLSTONE PL,LITTLETON,CO,80130,39.5396474807055,-104.912949937581
10,281,Home Office,Yes,SHARON,LACKEY,3393 S FLORENCE CT,DENVER,CO,80231,39.6570999967455,-104.871690525468
11,382,Corporate,No,KENYA,WILSON,704 S ELKHART ST,AURORA,CO,80012,39.7028235046841,-104.815212201864
12,481,Consumer,No,SHANNON,CALLIS,9147 RIMROCK CT,LITTLETON,CO,80126,39.5499306525728,-104.986572516324
13,628,Small Business,No,JUDITH,LONG,10166 OWENS DR,BROOMFIELD,CO,80021,39.8800606199541,-105.122286304189
14,642,Home Office,No,RAQUEL,WAHAB,1691 E KETTLE AVE,LITTLETON,CO,80122,39.5770307569402,-104.96891324986
15,651,Corporate,Yes,NANCY,SAMUELSON,5123 CHASE ST,DENVER,CO,80212,39.7888792588298,-105.056340656803
16,662,Corporate,Yes,ALEXIS,ARANDA,161 S AMES ST,DENVER,CO,80226,39.7138311487615,-105.055044325679
17,682,Home Office,No,ROYA,SHAD,300 S JASMINE ST,DENVER,CO,80224,39.7112,-104.918581737806
18,690,Corporate,No,LINDSAY,EDSELL,2736 WOLFF ST,DENVER,CO,80212,39.7565181632653,-105.048241620569
19,714,Home Office,No,RANDI,HOWE,1070 S FOOTHILL DR,DENVER,CO,80228,39.6965770137263,-105.151076003244
20,938,Home Office,No,LISBETH,GARRATT,1538 S VINE ST,DENVER,CO,80210,39.6886118839509,-104.962645323182
21,962,Corporate,No,G,MASSAROTTI,1370 PARK PL,BROOMFIELD,CO,80020,39.9370418499943,-105.069049751605
22,1019,Small Business,No,CATHERINE,REDMOND,600 MARTINDALE DR,DENVER,CO,80210,39.6680730154998,-104.980548277139
23,1059,Corporate,No,CARRIE,MAAG-BROWN,124 S WASHINGTON AVE,LOUISVILLE,CO,80027,39.9714924872628,-105.153582806776
24,1086,Corporate,No,ROSA,HOLT,1410 MOLINE ST,AURORA,CO,80010,39.7384788385074,-104.853908358425
25,1120,Consumer,No,NORENE,SIMMONDS,795 HARLAN ST,DENVER,CO,80214,39.729415,-105.062778309284
26,1132,Corporate,No,JENNIFER,DEBRUYN,148 S EAGLE CIR,AURORA,CO,80012,39.7153225444592,-104.815164152746
27,1136,Corporate,No,MARY,MAES,2516 S ZENOBIA ST,DENVER,CO,80219,39.6740739265193,-105.050880877436
28,1138,Home Office,No,CECILIA,LERHA,1666 KENDALL ST,DENVER,CO,80214,39.7433389740295,-105.065913995234
29,1138,Small Business,No,LILLIAN,SALAZAR,940 HOME FARM CIR,DENVER,CO,80234,39.9254955849088,-104.999906903837
30,1249,Consumer,No,MAXINE,FRYMIER,1805 S BALSAM ST,DENVER,CO,80232,39.6840386127723,-105.088616799755
31,1331,Consumer,No,AMANDA,PREWITT,2402 NEWLAND ST,DENVER,CO,80214,39.7526540941387,-105.069062255097
32,1401,Home Office,No,MARCELLA,BIRD,460 W 78TH PL,DENVER,CO,80221,39.8380595865946,-104.992653414329
33,1407,Home Office,Yes,ALICE,DEWITT,7901 W 52ND AVE,ARVADA,CO,80002,39.7913115422624,-105.085168077579
34,1544,Corporate,No,RADOST,RYAGOUZOVA,1273 S JOHNSON WAY,DENVER,CO,80232,39.6940666872291,-105.108277277251
35,1548,Corporate,No,DEBORAH,PEREZ,8760 CARR LOOP,ARVADA,CO,80005,39.8558889668317,-105.092486334674
36,1560,Corporate,No,TAMI,HARMS,4700 DIXON DR,WESTMINSTER,CO,80031,39.8532062842266,-105.047048672556
37,1577,Small Business,No,CLARISSA,KENEDY,16973 E ITHACA CIR,AURORA,CO,80013,39.6520911882032,-104.79062810968
38,1585,Home Office,No,MARY,SCHOTT,17698 E LOYOLA DR,AURORA,CO,80013,39.6453128971583,-104.78093629055
39,1611,Consumer,No,ZELUS,LEWIS,2627 GLENCOE ST,DENVER,CO,80207,39.7551895049286,-104.925955720406
40,1634,Small Business,No,DIANNE,FISHER,2001 LINCOLN ST,DENVER,CO,80202,39.7475268841548,-104.986258310105
41,1646,Home Office,No,WILLADEEN,BYRD,2971 GROVE ST,DENVER,CO,80211,39.7599993242068,-105.02702754721
42,1744,Corporate,No,JODI,BRICE,26711 E ARBOR DR,AURORA,CO,80016,39.6034293604806,-104.673412015541
43,1749,Corporate,No,SHELLY,TOLTZ,11991 E LAKE CIR,ENGLEWOOD,CO,80111,39.608363256313,-104.848967172491
44,1804,Small Business,No,CRYSTAL,JENSEN,14076 E STANFORD CIR,AURORA,CO,80015,39.6347494940103,-104.824101278796
45,1819,Small Business,No,CHANTEL,LUCERO,4855 WASHINGTON ST,DENVER,CO,80216,39.7847811764706,-104.978478452682
46,1895,Home Office,No,CORDELLA,JARAMILLO,3976 S BAHAMA ST,AURORA,CO,80013,39.6449542651319,-104.768502622602
47,1923,Corporate,No,DINA,ZAVALA-DURAN,4922 ALTURA ST,DENVER,CO,80239,39.7822338607245,-104.817220552011
48,1943,Consumer,Yes,KIMBERLY,SMITH,142 KENTON ST,AURORA,CO,80010,39.7190844578052,-104.86263511103
49,1982,Consumer,No,OLGA,MAKEEVA,1909 S QUEBEC WAY,DENVER,CO,80231,39.6818153375849,-104.888114242169
50,1993,Corporate,No,JESSICA,BROWN,10412 HYACINTH ST,LITTLETON,CO,80129,39.5270632468234,-105.019052211441
51,1996,Corporate,Yes,LAURA,BOETGER,18675 E BELLEVIEW PL,AURORA,CO,80015,39.6236272770072,-104.772190160277
52,2048,Corporate,No,MALISSA,WILLIAMS,3332 ELIOT ST,DENVER,CO,80211,39.7636085714286,-105.023441602202
53,2048,Home Office,No,MELICYA,CANDELARIA,2980 W VASSAR AVE,DENVER,CO,80219,39.670022976983,-105.024827120542
54,2061,Home Office,No,ELIZABETH,MECK,1728 S DAHLIA ST,DENVER,CO,80222,39.6853848387097,-104.93149180447
55,2131,Corporate,Yes,DANIELLE,SATHER,4502 S BUCKLEY WAY,AURORA,CO,80015,39.6343663157895,-104.790641935967
56,2185,Corporate,No,UDAYA,IVATURI,4901 W 93RD AVE,WESTMINSTER,CO,80031,39.8653371325916,-105.0474
57,2193,Corporate,No,KEYSHA,ASHFORD,2911 HUDSON ST,DENVER,CO,80207,39.7585654515046,-104.923617361603
58,2211,Small Business,No,JUDY,LAMB,4433 AARON PL,BOULDER,CO,80303,40.0124807166761,-105.238507408019
59,2234,Home Office,No,MARY,CHRISTENSON,8362 MONROE CIR,DENVER,CO,80229,39.8493781626917,-104.946385081452
60,2366,Small Business,No,TIFFANY,HOWELL,3193 S FAIRPLAY ST,AURORA,CO,80014,39.6586098222647,-104.812986852036
61,2380,Small Business,No,NANCY,SHOPNITZ,9555 W 59TH AVE,ARVADA,CO,80004,39.8043371325916,-105.103589753358
62,2451,Small Business,No,LACY,BALDWIN,8662 QUIGLEY ST,WESTMINSTER,CO,80031,39.854634396869,-105.042872206039
63,2475,Home Office,No,CHRISTINE,COLE,1161 MERCURY DR,LAFAYETTE,CO,80026,39.9893140532956,-105.102604468833
64,2478,Home Office,No,ERNESTINA,FIGUEROA,5613 W 118TH PL,BROOMFIELD,CO,80020,39.9112467494532,-105.057517983875
65,2511,Home Office,No,CRUZ,MARTINEZ,7132 MARIPOSA ST,DENVER,CO,80221,39.8262137874735,-105.002798205052
66,2662,Small Business,No,MELISSA,ZEIGLER,5293 W 115TH AVE,BROOMFIELD,CO,80020,39.9052118014554,-105.054446078803
67,2673,Consumer,No,L,HANSON,19465 E POWERS PL,AURORA,CO,80015,39.6129065728862,-104.761560945225
68,2680,Small Business,No,ILSA,VASQUEZ,7850 ALKIRE ST,ARVADA,CO,80005,39.8388901054623,-105.147180274403
69,2701,Corporate,No,GILLIAN,DOKKEN,1334 DOWNING ST,DENVER,CO,80218,39.73740863981,-104.972805143136
70,2770,Consumer,No,KIRA,BROWN,1311 S OGDEN ST,DENVER,CO,80210,39.6928597852005,-104.975965494745
71,2784,Corporate,No,SUSAN,FLOOD,12920 QUIVAS WAY,DENVER,CO,80234,39.9328408544774,-105.008222985986
72,2813,Small Business,Yes,HEATHER,WILSON,6550 YANK WAY,ARVADA,CO,80004,39.8141533388778,-105.143172640669
73,2830,Consumer,No,ROBIN,SKOOG,2462 W 56TH AVE,DENVER,CO,80221,39.7982028674084,-105.016580204082
74,2852,Corporate,No,MARGARET,SCRUGGS,2529 S UTICA ST,DENVER,CO,80219,39.6727891695291,-105.045200418829
75,2861,Small Business,No,LISA,ROEDEL,10895 W 39TH AVE,WHEAT RIDGE,CO,80033,39.7710576252901,-105.119779768382
76,2943,Small Business,No,TESSIE,WARD,1524 S KINGSTON ST,AURORA,CO,80012,39.6887173430134,-104.859901106918
77,3063,Corporate,Yes,MARION,SLAVSKY,7877 E MISSISSIPPI AVE,DENVER,CO,80247,39.6968071325916,-104.896673333333
78,3109,Home Office,No,LAURIE,DRESSLER,1450 S SHOSHONE ST,DENVER,CO,80223,39.689845672668,-105.010236911716
79,3172,Corporate,No,KATHLEEN,VALENCIA,9240 TENNYSON ST,WESTMINSTER,CO,80031,39.8643546631205,-105.042193694543
80,3236,Corporate,No,LORI,BATES,1015 S JELLISON ST,DENVER,CO,80226,39.6977479144829,-105.107598933209
81,3285,Small Business,No,PATRICIA,MOORE,1385 S ELM ST,DENVER,CO,80222,39.6914901010748,-104.928969018057
82,3441,Small Business,No,KRISTY,WEBER,9052 E LEHIGH AVE,DENVER,CO,80237,39.6476175258579,-104.883267001243
83,3494,Consumer,No,LETICIA,OLIVAS,10722 W DAKAN MTN,LITTLETON,CO,80127,39.5752321140875,-105.119248271566
84,3523,Home Office,No,PAULINE,BARGELL,4100 IRVING ST,DENVER,CO,80211,39.7730014744588,-105.029741588175
85,3533,Small Business,No,PAMELA,CRANDALL,5674 KIPLING PKWY,ARVADA,CO,80002,39.799859070234,-105.111634274522
86,3676,Small Business,No,JUDY,SMITH,1657 S KING ST,DENVER,CO,80219,39.6860871683185,-105.03360167665
87,3734,Home Office,No,TRACY,WILLIAMS,7433 VANCE ST,ARVADA,CO,80003,39.8316988131202,-105.080018574509
88,3774,Consumer,No,JANE,LANCASTER,5797 S KING ST,LITTLETON,CO,80123,39.6116969037374,-105.034238450197
